epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,4976.58,1.66632,2.17393,1.9683,0.18951,0.06,0.01819,0.00628,2.49122,4.48249,3.26873,0.0007922,0.0007922,0.0007922
63,5051.26,1.64867,2.1723,1.97593,0.45888,0.06,0.06128,0.0297,2.5233,4.35973,3.23964,0.0007724,0.0007724,0.0007724
64,5134.84,1.59546,2.10492,1.93795,0.0847,0.06,0.02409,0.00998,2.53828,4.5104,3.3569,0.0007526,0.0007526,0.0007526
65,5210.86,1.65293,2.20334,1.99454,0.27389,0.08,0.0687,0.0301,2.58599,4.31272,3.30958,0.0007328,0.0007328,0.0007328
66,5285.78,1.55604,2.12944,1.83792,0.14666,0.06,0.03505,0.01127,2.49134,4.39917,3.16524,0.000713,0.000713,0.000713
67,5363.67,1.68017,2.17129,1.99983,0.38664,0.12,0.09337,0.03757,2.56797,3.8779,3.19328,0.0006932,0.0006932,0.0006932
68,5449.04,1.67786,2.18318,2.03563,0.2138,0.14,0.10746,0.04758,2.30195,3.30208,2.91667,0.0006734,0.0006734,0.0006734
69,5524.81,1.66302,2.16927,2.00306,0.04803,0.04,0.00807,0.00414,2.66088,5.37419,3.26604,0.0006536,0.0006536,0.0006536
70,5601.14,1.69717,2.15562,1.99411,0.17758,0.06,0.02367,0.00854,2.77011,4.63542,3.49362,0.0006338,0.0006338,0.0006338
71,5676.35,1.64099,2.10415,1.9738,0.28459,0.24,0.2829,0.118,2.09687,2.64693,2.68173,0.000614,0.000614,0.000614
72,5752.43,1.6727,2.18043,1.99369,0.04857,0.04,0.00688,0.00251,2.78981,5.17011,3.50457,0.0005942,0.0005942,0.0005942
73,5828.66,1.64671,2.14821,1.97398,0.54086,0.18,0.20634,0.0964,2.28484,3.09118,2.93538,0.0005744,0.0005744,0.0005744
74,5904.24,1.61078,2.12816,1.91438,0.61504,0.18,0.19097,0.08819,2.19595,3.34367,2.81961,0.0005546,0.0005546,0.0005546
75,5980.23,1.56957,2.06425,1.86662,0.2638,0.04,0.03375,0.01682,2.68393,4.73639,3.44045,0.0005348,0.0005348,0.0005348
76,6056.77,1.63763,2.08304,1.94455,0.72083,0.36,0.39921,0.18431,1.98304,2.35229,2.57361,0.000515,0.000515,0.000515
77,6132.57,1.66943,2.16436,2.00448,0.17101,0.06,0.0588,0.02967,2.54336,4.11412,3.16789,0.0004952,0.0004952,0.0004952
78,6208.94,1.60147,2.10173,1.94589,0.35566,0.14366,0.11431,0.05634,2.32406,3.58761,2.97492,0.0004754,0.0004754,0.0004754
79,6285.4,1.61163,2.08476,1.95079,0.43054,0.12,0.11506,0.04471,2.42839,3.84472,3.09012,0.0004556,0.0004556,0.0004556
80,6361.24,1.58573,2.0022,1.89268,0.37564,0.34,0.30449,0.13522,2.05373,2.59672,2.65007,0.0004358,0.0004358,0.0004358
81,6435.74,1.56327,2.01901,1.88089,0.42019,0.4,0.33638,0.15629,2.04927,2.41508,2.63686,0.000416,0.000416,0.000416
82,6510.59,1.61237,2.02464,1.93248,0.53073,0.36196,0.43179,0.19807,2.00105,2.12999,2.55837,0.0003962,0.0003962,0.0003962
83,6586.6,1.60565,2.0594,1.93543,0.14347,0.08,0.04248,0.023,2.46182,4.09776,3.18386,0.0003764,0.0003764,0.0003764
84,6662.21,1.57268,2.0366,1.87966,0.11768,0.1,0.03659,0.01753,2.34906,4.22137,3.12483,0.0003566,0.0003566,0.0003566
85,6735.63,1.57191,2.03452,1.86379,0.16644,0.06,0.03925,0.02052,2.49266,4.16408,3.23327,0.0003368,0.0003368,0.0003368
86,6810.68,1.6223,2.03275,1.92042,0.17074,0.12,0.06811,0.03018,2.40084,3.81013,3.0692,0.000317,0.000317,0.000317
87,6885.25,1.51682,1.94116,1.80424,0.36792,0.1631,0.17234,0.08465,2.24646,3.26942,2.89287,0.0002972,0.0002972,0.0002972
88,6959.91,1.62377,2.03439,1.93818,0.51861,0.36641,0.37521,0.17964,2.06786,2.27627,2.59199,0.0002774,0.0002774,0.0002774
89,7035.45,1.63697,2.09247,1.94687,0.28015,0.12,0.09202,0.04888,2.44127,3.92302,3.08504,0.0002576,0.0002576,0.0002576
90,7110.5,1.56881,1.99028,1.88633,0.11453,0.08,0.0557,0.02914,2.57131,4.49342,3.20041,0.0002378,0.0002378,0.0002378
91,7188.33,1.68881,2.04501,2.06102,0.46655,0.34,0.34296,0.16326,2.01408,2.41774,2.57831,0.000218,0.000218,0.000218
92,7265.35,1.68499,2.02552,2.08938,0.52057,0.4,0.39425,0.18215,2.01262,2.34523,2.59339,0.0001982,0.0001982,0.0001982
93,7341.72,1.67891,1.97828,2.0751,0.49382,0.33184,0.37261,0.17247,2.02559,2.28911,2.61407,0.0001784,0.0001784,0.0001784
94,7418.19,1.66031,1.96805,2.08057,0.41634,0.34,0.34021,0.15507,2.01612,2.4157,2.56426,0.0001586,0.0001586,0.0001586
95,7494.3,1.62826,1.94647,2.04033,0.54933,0.34,0.37679,0.17551,2.01572,2.23477,2.59452,0.0001388,0.0001388,0.0001388
96,7569.74,1.64657,1.90224,2.05945,0.50371,0.3249,0.34618,0.15594,2.04932,2.31648,2.6509,0.000119,0.000119,0.000119
97,7645.09,1.63254,1.92451,2.04834,0.41057,0.4,0.33112,0.1547,2.05409,2.38708,2.63791,9.92e-05,9.92e-05,9.92e-05
98,7720.72,1.59904,1.90733,2.0369,0.44239,0.4,0.36705,0.17656,2.02929,2.30121,2.61965,7.94e-05,7.94e-05,7.94e-05
99,7796.17,1.61128,1.85292,2.00921,0.44483,0.36,0.3535,0.16722,2.04712,2.29854,2.6424,5.96e-05,5.96e-05,5.96e-05
100,7872.27,1.61447,1.84144,2.02865,0.50348,0.32,0.35771,0.16988,2.02703,2.26773,2.6261,3.98e-05,3.98e-05,3.98e-05
