epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,1065.79,2.02333,2.79289,2.44374,0.20764,0.08824,0.06149,0.01793,2.2606,3.55457,2.9013,0.0017624,0.0017624,0.0017624
14,1143.32,1.94603,2.70192,2.33217,0.17564,0.17647,0.14671,0.05556,2.14667,2.68567,2.81594,0.0017426,0.0017426,0.0017426
15,1220.66,1.99417,2.64629,2.32499,0.11673,0.05882,0.03538,0.00838,2.6491,4.16684,3.18077,0.0017228,0.0017228,0.0017228
16,1300,1.98909,2.71135,2.37148,0.16036,0.08824,0.07703,0.02166,2.36518,3.60969,2.99774,0.001703,0.001703,0.001703
17,1376.92,1.94123,2.70558,2.3009,0.04106,0.02941,0.01348,0.00342,2.32691,4.65803,2.9822,0.0016832,0.0016832,0.0016832
18,1454.89,1.89665,2.64168,2.26127,0.13763,0.05882,0.05462,0.01356,2.44835,4.00783,3.06655,0.0016634,0.0016634,0.0016634
19,1532.1,1.86463,2.63584,2.20857,0.12415,0.17647,0.13182,0.05474,2.15722,2.86994,2.73182,0.0016436,0.0016436,0.0016436
20,1608.51,1.93169,2.61146,2.26098,0.20548,0.23529,0.15177,0.05308,2.17926,2.66023,2.71635,0.0016238,0.0016238,0.0016238
21,1686.14,1.91627,2.5724,2.26469,0.30973,0.17647,0.19745,0.05942,2.26424,3.15438,2.84466,0.001604,0.001604,0.001604
22,1763.43,1.9476,2.61038,2.31475,0.06875,0.04377,0.05437,0.01848,2.46348,4.11083,2.9575,0.0015842,0.0015842,0.0015842
23,1850.56,1.99302,2.55749,2.30588,0.01393,0.08824,0.00817,0.00243,2.61751,4.9654,3.02923,0.0015644,0.0015644,0.0015644
24,1937.04,1.83388,2.55147,2.15166,0.13867,0.14706,0.06443,0.02005,2.25098,3.84449,2.88859,0.0015446,0.0015446,0.0015446
25,2013.02,1.83173,2.48708,2.18927,0.1481,0.17647,0.05985,0.01807,2.33595,3.44821,2.94665,0.0015248,0.0015248,0.0015248
26,2089.15,1.8684,2.52799,2.25327,0.17229,0.17647,0.11258,0.0441,2.0739,2.81521,2.70003,0.001505,0.001505,0.001505
27,2165.75,1.91682,2.5612,2.2602,0.17378,0.20588,0.06999,0.02188,2.23816,3.73761,2.90028,0.0014852,0.0014852,0.0014852
28,2242.22,1.86325,2.51919,2.29177,0.01241,0.02941,0.00585,0.00188,2.56455,4.72214,3.1463,0.0014654,0.0014654,0.0014654
29,2319.82,1.80937,2.55409,2.20543,0.2184,0.14706,0.14643,0.05873,2.18926,2.91272,2.76303,0.0014456,0.0014456,0.0014456
30,2397.13,1.82592,2.52454,2.17666,0.21307,0.14706,0.13047,0.04221,2.139,3.08328,2.761,0.0014258,0.0014258,0.0014258
31,2474.89,1.84988,2.51287,2.22802,0.00761,0.20588,0.00445,0.0014,2.41567,4.91378,3.07485,0.001406,0.001406,0.001406
32,2553,1.8804,2.52393,2.20823,0.20834,0.14706,0.0944,0.03274,2.23472,3.37977,2.92494,0.0013862,0.0013862,0.0013862
33,2630.81,1.85419,2.55062,2.18358,0.22265,0.20588,0.15027,0.054,2.11716,2.72568,2.73531,0.0013664,0.0013664,0.0013664
34,2708.51,1.82282,2.55304,2.19863,0.19626,0.32318,0.12118,0.04991,2.14457,2.91427,2.75032,0.0013466,0.0013466,0.0013466
35,2789.09,1.86828,2.55146,2.24877,0.17782,0.23529,0.07667,0.02354,2.31122,3.3246,2.92274,0.0013268,0.0013268,0.0013268
36,2868.24,1.8478,2.51382,2.21318,0.21695,0.14706,0.08152,0.03236,2.18513,3.43903,2.80322,0.001307,0.001307,0.001307
37,2945.44,1.79405,2.48148,2.18307,0.03936,0.20588,0.01543,0.00413,2.37489,4.33966,2.95899,0.0012872,0.0012872,0.0012872
38,3026.48,1.82641,2.50023,2.19875,0.16958,0.27642,0.14513,0.0647,2.02936,2.70561,2.69574,0.0012674,0.0012674,0.0012674
39,3115.54,1.79346,2.48291,2.14111,0.2722,0.20588,0.17102,0.05833,2.10094,3.03802,2.74322,0.0012476,0.0012476,0.0012476
40,3192.49,1.85411,2.48661,2.18643,0.10717,0.08824,0.02913,0.00896,2.30046,3.85597,2.96147,0.0012278,0.0012278,0.0012278
41,3269.9,1.82553,2.53469,2.20416,0.03884,0.11765,0.02234,0.00624,2.3323,4.15513,2.95572,0.001208,0.001208,0.001208
42,3347.97,1.77,2.41359,2.14516,0.23818,0.23529,0.15862,0.06252,2.12503,2.76072,2.76154,0.0011882,0.0011882,0.0011882
43,3426.39,1.85004,2.45194,2.20308,0.20369,0.26471,0.11177,0.04124,2.10726,3.00561,2.68774,0.0011684,0.0011684,0.0011684
44,3503.19,1.78867,2.40173,2.14888,0.25922,0.20588,0.16315,0.0769,2.05966,2.66088,2.69907,0.0011486,0.0011486,0.0011486
45,3581.5,1.76589,2.45357,2.10937,0.02347,0.20588,0.01042,0.00326,2.43971,4.77379,3.1365,0.0011288,0.0011288,0.0011288
46,3659.13,1.80105,2.40255,2.15521,0.04158,0.11765,0.01606,0.00621,2.25004,3.86328,2.91495,0.001109,0.001109,0.001109
47,3736.53,1.82032,2.40604,2.1519,0.00914,0.05882,0.00355,0.00108,2.81651,5.25031,3.5733,0.0010892,0.0010892,0.0010892
48,3813.52,1.82194,2.40788,2.2108,0.17138,0.20588,0.11244,0.04443,2.19066,3.00779,2.78944,0.0010694,0.0010694,0.0010694
49,3891.53,1.77984,2.45861,2.15069,0.02086,0.08824,0.00908,0.00242,2.46809,4.48476,3.20919,0.0010496,0.0010496,0.0010496
50,3981.43,1.75145,2.37966,2.09447,0.06951,0.11765,0.02532,0.00663,2.31947,4.16777,2.97936,0.0010298,0.0010298,0.0010298
51,4058.28,1.75704,2.37646,2.12366,0.18678,0.20588,0.09334,0.03156,2.23989,3.06016,2.87348,0.00101,0.00101,0.00101
52,4135.47,1.78586,2.41344,2.13986,0.16275,0.14706,0.08665,0.02871,2.20266,3.37108,2.89554,0.0009902,0.0009902,0.0009902
53,4213.15,1.8111,2.33712,2.16821,0.06036,0.08824,0.02368,0.00826,2.36078,3.90485,2.97674,0.0009704,0.0009704,0.0009704
54,4290.24,1.74818,2.34045,2.09946,0.14724,0.20588,0.06204,0.02147,2.17983,3.35686,2.87562,0.0009506,0.0009506,0.0009506
55,4369.17,1.77587,2.37458,2.12312,0.2993,0.23529,0.17785,0.06989,2.1152,2.78389,2.68386,0.0009308,0.0009308,0.0009308
56,4446.77,1.8042,2.38099,2.16396,0.08548,0.08824,0.04067,0.01581,2.24152,3.62166,2.85259,0.000911,0.000911,0.000911
57,4524.13,1.72962,2.28839,2.08917,0.30244,0.30626,0.18688,0.07042,2.0367,2.64489,2.68353,0.0008912,0.0008912,0.0008912
58,4602.95,1.74165,2.3134,2.09355,0.30798,0.26471,0.23341,0.09426,2.04639,2.65189,2.66528,0.0008714,0.0008714,0.0008714
59,4679.89,1.77693,2.37626,2.12315,0.14633,0.14706,0.04008,0.01234,2.27213,3.88995,2.90956,0.0008516,0.0008516,0.0008516
60,4757.48,1.75074,2.348,2.09554,0.07201,0.08824,0.02192,0.00667,2.286,4.04475,3.02466,0.0008318,0.0008318,0.0008318
61,4835.55,1.70902,2.35544,2.05831,0.1351,0.11765,0.03956,0.01228,2.19649,3.80576,2.83431,0.000812,0.000812,0.000812
62,4913.63,1.74823,2.32815,2.09923,0.03896,0.08824,0.01552,0.0046,2.1517,4.49817,2.81004,0.0007922,0.0007922,0.0007922
63,4991.71,1.71004,2.34772,2.05562,0.04601,0.11765,0.01697,0.00646,2.31081,5.07673,2.93975,0.0007724,0.0007724,0.0007724
64,5071.21,1.69851,2.26545,2.04685,0.00892,0.05882,0.00294,0.00114,2.45368,5.68176,3.20495,0.0007526,0.0007526,0.0007526
65,5149.71,1.74202,2.26965,2.08337,0.01793,0.02941,0.01615,0.00636,2.13953,3.91548,2.82447,0.0007328,0.0007328,0.0007328
66,5227.27,1.69436,2.23768,2.09277,0.0272,0.05882,0.00666,0.00231,2.55291,5.15963,3.32379,0.000713,0.000713,0.000713
67,5316.2,1.73511,2.27582,2.1071,0.14093,0.05882,0.02938,0.01104,2.21035,4.00929,2.8794,0.0006932,0.0006932,0.0006932
68,5393.62,1.75556,2.30409,2.08375,0.30737,0.28731,0.20898,0.08339,2.11547,2.71571,2.73404,0.0006734,0.0006734,0.0006734
69,5471.25,1.73849,2.28678,2.048,0.21582,0.29412,0.15175,0.05944,1.96367,2.949,2.62604,0.0006536,0.0006536,0.0006536
70,5548.71,1.73483,2.33423,2.10869,0.03631,0.10535,0.01461,0.00515,2.20927,4.42275,3.04232,0.0006338,0.0006338,0.0006338
71,5626.69,1.71399,2.23591,2.036,0.10454,0.11765,0.03747,0.01354,2.11046,3.86885,2.78067,0.000614,0.000614,0.000614
72,5704.49,1.69317,2.22237,2.05343,0.02438,0.11765,0.00792,0.0031,2.37504,5.11226,3.07325,0.0005942,0.0005942,0.0005942
73,5781.17,1.72333,2.27721,2.07705,0.27263,0.32353,0.1686,0.0757,1.9839,2.78118,2.62595,0.0005744,0.0005744,0.0005744
74,5859.32,1.69779,2.21436,2.05189,0.02042,0.08824,0.00423,0.00136,2.44447,5.82675,3.19567,0.0005546,0.0005546,0.0005546
75,5935.19,1.66707,2.23695,1.99207,0.17959,0.23529,0.08265,0.02536,2.05785,3.47577,2.82353,0.0005348,0.0005348,0.0005348
76,6012,1.73581,2.2061,2.10025,0.02959,0.11765,0.01027,0.0039,2.14337,5.44145,2.87207,0.000515,0.000515,0.000515
77,6089.06,1.68806,2.20746,2.00601,0.0122,0.05882,0.00804,0.00326,2.051,5.59136,2.74477,0.0004952,0.0004952,0.0004952
78,6167.25,1.69929,2.18597,2.04964,0.02423,0.08824,0.01275,0.00436,2.13672,5.26372,2.81524,0.0004754,0.0004754,0.0004754
79,6244.79,1.66761,2.1555,2.01408,0.48542,0.14706,0.11721,0.05565,2.00713,3.18001,2.65386,0.0004556,0.0004556,0.0004556
80,6323.77,1.64443,2.21653,2.01748,0.05519,0.02941,0.01069,0.00405,2.22686,5.15361,2.91768,0.0004358,0.0004358,0.0004358
81,6401.23,1.71221,2.19395,2.07251,0.13301,0.08824,0.02596,0.00945,2.2263,4.40595,2.87113,0.000416,0.000416,0.000416
82,6491.78,1.60766,2.15972,1.97391,0.10315,0.08824,0.04237,0.01573,2.12638,3.63729,2.802,0.0003962,0.0003962,0.0003962
83,6571.14,1.70029,2.18275,2.02176,0.80838,0.02941,0.02933,0.01659,2.15337,5.93802,2.82586,0.0003764,0.0003764,0.0003764
84,6649.22,1.64211,2.13713,1.97942,0.02755,0.02941,0.0094,0.00371,2.1617,5.15313,2.81821,0.0003566,0.0003566,0.0003566
85,6727.03,1.66248,2.18285,1.99808,0.17227,0.02941,0.02295,0.00849,2.11201,3.795,2.8248,0.0003368,0.0003368,0.0003368
86,6809.49,1.68456,2.1732,2.02534,0.25453,0.02941,0.03258,0.00846,2.27715,4.5305,2.9592,0.000317,0.000317,0.000317
87,6891.45,1.66431,2.13351,2.01663,0.00241,0.02941,0.0009,0.00027,2.65872,8.08827,3.38859,0.0002972,0.0002972,0.0002972
88,6971.14,1.73178,2.21309,2.07145,0.1267,0.11765,0.05177,0.01862,2.25322,3.87826,2.97783,0.0002774,0.0002774,0.0002774
89,7052.13,1.64087,2.12146,2.0044,0.17296,0.17647,0.08337,0.0316,2.01129,3.29575,2.73908,0.0002576,0.0002576,0.0002576
90,7134.26,1.62299,2.05758,1.98221,0.03699,0.087,0.0109,0.00429,2.22903,4.59724,2.96648,0.0002378,0.0002378,0.0002378
91,7213.79,1.77839,2.20165,2.19562,0.46619,0.14706,0.1867,0.07457,1.99211,3.28785,2.59922,0.000218,0.000218,0.000218
92,7293.59,1.75869,2.15659,2.15822,0.28859,0.14706,0.14488,0.05075,1.97532,3.64112,2.62754,0.0001982,0.0001982,0.0001982
93,7372.7,1.74131,2.0967,2.17638,0.28703,0.20588,0.18136,0.08079,2.01871,3.23947,2.61535,0.0001784,0.0001784,0.0001784
94,7452.62,1.74299,2.09564,2.16158,0.28552,0.23529,0.19042,0.07929,2.04967,3.09478,2.67319,0.0001586,0.0001586,0.0001586
95,7532.38,1.71101,2.05322,2.12381,0.36382,0.14706,0.16584,0.07169,2.00861,3.42765,2.63953,0.0001388,0.0001388,0.0001388
96,7625.87,1.73777,2.10369,2.16018,0.40698,0.14706,0.17795,0.07753,2.02797,3.33814,2.67618,0.000119,0.000119,0.000119
97,7703.89,1.74603,2.07174,2.16298,0.25472,0.17647,0.17643,0.07829,2.0413,3.49177,2.69534,9.92e-05,9.92e-05,9.92e-05
98,7797.27,1.74589,2.08754,2.17199,0.26572,0.14706,0.17385,0.08315,2.03842,3.41627,2.71962,7.94e-05,7.94e-05,7.94e-05
99,7890.77,1.70027,2.03361,2.1322,0.21909,0.17647,0.15859,0.07399,2.03133,3.73388,2.73748,5.96e-05,5.96e-05,5.96e-05
100,7988.25,1.70507,1.99556,2.13573,0.1452,0.36481,0.15928,0.07057,2.05003,3.29027,2.71072,3.98e-05,3.98e-05,3.98e-05
