epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,2401.23,1.82315,2.44637,2.166,0.24842,0.27813,0.18362,0.08188,2.07,2.84578,2.58232,0.0013862,0.0013862,0.0013862
33,2484.24,1.88646,2.52412,2.22989,0.65708,0.09158,0.1168,0.06459,2.14625,3.15859,2.64468,0.0013664,0.0013664,0.0013664
34,2568.02,1.87883,2.58495,2.26045,0.37551,0.14286,0.15102,0.06753,2.19962,3.21611,2.65099,0.0013466,0.0013466,0.0013466
35,2640.3,1.8204,2.55137,2.19124,0.34749,0.22222,0.25127,0.11702,2.0929,2.64573,2.47323,0.0013268,0.0013268,0.0013268
36,2715.06,1.83119,2.54109,2.19599,0.291,0.26984,0.25559,0.11065,2.06777,2.50537,2.41398,0.001307,0.001307,0.001307
37,2789.25,1.78814,2.51757,2.19468,0.31605,0.34479,0.23632,0.11569,2.09408,2.64166,2.45622,0.0012872,0.0012872,0.0012872
38,2864.16,1.77159,2.44219,2.14456,0.22582,0.09524,0.04102,0.01976,2.41596,4.27024,2.94762,0.0012674,0.0012674,0.0012674
39,2936.56,1.76856,2.37891,2.1198,0.01589,0.04762,0.00361,0.00185,2.6178,5.33288,3.12486,0.0012476,0.0012476,0.0012476
40,3019.47,1.79313,2.41055,2.2185,0.01972,0.16443,0.01737,0.00716,2.30452,5.48991,2.82482,0.0012278,0.0012278,0.0012278
41,3091.58,1.80967,2.40029,2.19925,0.10161,0.28571,0.06289,0.02891,2.10608,3.21226,2.55758,0.001208,0.001208,0.001208
42,3164.39,1.81831,2.49373,2.19314,0.91662,0.04762,0.06685,0.03819,2.12351,3.52831,2.46747,0.0011882,0.0011882,0.0011882
43,3237.27,1.76574,2.39006,2.14487,0.01946,0.07937,0.00756,0.0035,2.41511,5.02347,2.87081,0.0011684,0.0011684,0.0011684
44,3310.54,1.77255,2.4251,2.18213,0.01433,0.12698,0.01252,0.00499,2.28608,4.56595,2.78074,0.0011486,0.0011486,0.0011486
45,3384.41,1.79782,2.3743,2.2022,0.00766,0.09524,0.00451,0.00165,2.46283,6.86467,2.79127,0.0011288,0.0011288,0.0011288
46,3457.14,1.78878,2.44308,2.13139,0.04745,0.20635,0.02786,0.01165,2.27439,3.66829,2.72187,0.001109,0.001109,0.001109
47,3528.6,1.69296,2.36137,2.06075,0.41453,0.09524,0.08625,0.04128,2.24131,3.48024,2.698,0.0010892,0.0010892,0.0010892
48,3601.93,1.8351,2.41837,2.18866,0.36097,0.28571,0.27646,0.13305,1.90606,2.65339,2.31025,0.0010694,0.0010694,0.0010694
49,3674.83,1.80268,2.44682,2.16244,0.049,0.06349,0.01537,0.00788,2.57066,4.13891,3.06877,0.0010496,0.0010496,0.0010496
50,3748.09,1.82343,2.39067,2.19415,0.24408,0.2381,0.11806,0.05182,2.23911,2.91817,2.72007,0.0010298,0.0010298,0.0010298
51,3830.57,1.77294,2.33182,2.15491,0.38995,0.34921,0.28867,0.1301,1.98876,2.46857,2.41879,0.00101,0.00101,0.00101
52,3912.77,1.78671,2.37642,2.15129,0.33794,0.28571,0.27096,0.13505,2.02793,2.47038,2.42177,0.0009902,0.0009902,0.0009902
53,3986.7,1.70162,2.31082,2.059,0.30142,0.15873,0.12674,0.05117,2.2507,3.41242,2.74972,0.0009704,0.0009704,0.0009704
54,4059.38,1.74924,2.35817,2.10586,0.34001,0.28571,0.26857,0.11538,2.01869,2.56228,2.34021,0.0009506,0.0009506,0.0009506
55,4131.8,1.69055,2.30573,2.04982,0.39667,0.38095,0.30427,0.13943,2.00451,2.38123,2.3546,0.0009308,0.0009308,0.0009308
56,4205.85,1.74788,2.35073,2.13621,0.33808,0.19048,0.19159,0.07439,2.16299,2.8893,2.52098,0.000911,0.000911,0.000911
57,4290,1.77589,2.3739,2.18565,0.36265,0.2381,0.19777,0.09685,2.30694,3.08422,2.70046,0.0008912,0.0008912,0.0008912
58,4363.67,1.78355,2.3615,2.12684,0.43835,0.19048,0.21869,0.10209,2.198,2.93812,2.64335,0.0008714,0.0008714,0.0008714
59,4438.4,1.74141,2.3149,2.11881,0.26344,0.25397,0.20592,0.0928,2.11306,2.77874,2.4727,0.0008516,0.0008516,0.0008516
60,4512.06,1.67284,2.18973,2.03964,0.60856,0.06349,0.06233,0.03731,2.49628,3.8764,3.04478,0.0008318,0.0008318,0.0008318
61,4598.64,1.67349,2.26442,2.05966,0.36523,0.26984,0.27858,0.10862,2.0333,2.61215,2.4321,0.000812,0.000812,0.000812
62,4672.37,1.76015,2.33369,2.15027,0.18523,0.11111,0.09394,0.04464,2.26052,3.81377,2.78386,0.0007922,0.0007922,0.0007922
63,4745.79,1.73154,2.28844,2.09404,0.35041,0.36508,0.31168,0.12219,2.09963,2.51789,2.49785,0.0007724,0.0007724,0.0007724
64,4820.02,1.71724,2.26209,2.06996,0.28323,0.11111,0.09749,0.04799,2.28764,3.34251,2.72843,0.0007526,0.0007526,0.0007526
65,4892.1,1.67693,2.22176,2.05792,0.15604,0.11111,0.06962,0.03628,2.30257,3.77082,2.7655,0.0007328,0.0007328,0.0007328
66,4964.69,1.72382,2.23614,2.09304,0.04634,0.09524,0.02531,0.01083,2.38301,4.54337,2.80443,0.000713,0.000713,0.000713
67,5040.88,1.75038,2.27733,2.12202,0.28323,0.34921,0.24125,0.11966,2.06737,2.32942,2.4428,0.0006932,0.0006932,0.0006932
68,5113.93,1.68014,2.21105,2.03422,0.45137,0.33961,0.27517,0.11608,2.10711,2.51501,2.50204,0.0006734,0.0006734,0.0006734
69,5187.04,1.66571,2.22075,1.99794,0.02535,0.06349,0.01232,0.00722,2.66022,5.05793,3.17463,0.0006536,0.0006536,0.0006536
70,5259.25,1.6758,2.2547,2.0681,0.26937,0.12698,0.09294,0.04603,2.20242,3.15434,2.60317,0.0006338,0.0006338,0.0006338
71,5333.76,1.61544,2.19013,2.01127,0.10252,0.04762,0.01363,0.00589,2.65122,5.15665,3.2796,0.000614,0.000614,0.000614
72,5406.11,1.71309,2.2156,2.08218,0.39866,0.33679,0.32333,0.14961,2.09794,2.26916,2.57531,0.0005942,0.0005942,0.0005942
73,5480.2,1.68088,2.20019,2.02698,0.34732,0.28571,0.27555,0.11443,2.02742,2.42246,2.4293,0.0005744,0.0005744,0.0005744
74,5553.32,1.66935,2.19046,2.01655,0.32414,0.06349,0.06306,0.03974,2.43974,4.10389,2.95394,0.0005546,0.0005546,0.0005546
75,5626.95,1.67518,2.16962,2.00644,0.43694,0.33333,0.29715,0.13184,2.11348,2.46113,2.49578,0.0005348,0.0005348,0.0005348
76,5700.98,1.66199,2.15114,2.01601,0.53457,0.26984,0.3042,0.1373,2.08047,2.38831,2.55846,0.000515,0.000515,0.000515
77,5780.02,1.67835,2.16196,2.04296,0.64149,0.04762,0.05522,0.03425,2.55588,3.86746,3.16034,0.0004952,0.0004952,0.0004952
78,5853.72,1.63882,2.08524,2.00618,0.3577,0.07937,0.05178,0.02749,2.60659,4.05762,3.17091,0.0004754,0.0004754,0.0004754
79,5928.52,1.67509,2.20328,2.00534,0.50366,0.28571,0.33622,0.16113,2.04808,2.37539,2.45849,0.0004556,0.0004556,0.0004556
80,6003.19,1.63449,2.13733,2.00034,0.44295,0.26984,0.30731,0.13983,2.0449,2.4421,2.41055,0.0004358,0.0004358,0.0004358
81,6076.2,1.66262,2.12276,2.00967,0.3132,0.04762,0.05262,0.02446,2.34749,4.44844,2.81612,0.000416,0.000416,0.000416
82,6150.34,1.69476,2.15582,2.0832,0.46883,0.30159,0.33333,0.14556,1.95595,2.36566,2.3483,0.0003962,0.0003962,0.0003962
83,6224.09,1.60121,2.04676,1.96128,0.21968,0.11111,0.14462,0.07594,2.10934,2.85115,2.57974,0.0003764,0.0003764,0.0003764
84,6297.11,1.61495,2.12133,2.00537,0.3839,0.19048,0.198,0.09705,2.16361,2.88671,2.60253,0.0003566,0.0003566,0.0003566
85,6370.02,1.63722,2.11582,2.00873,0.84392,0.04762,0.05659,0.03132,2.45845,4.04706,3.07358,0.0003368,0.0003368,0.0003368
86,6443.35,1.66333,2.10519,2.0552,0.21093,0.04762,0.02457,0.01116,2.5274,4.86745,2.92343,0.000317,0.000317,0.000317
87,6515.98,1.619,2.0599,1.98297,0.62641,0.11111,0.14471,0.07019,2.15452,3.032,2.53865,0.0002972,0.0002972,0.0002972
88,6589.94,1.57642,2.03641,1.95502,0.31846,0.1746,0.17769,0.08384,2.13496,2.91363,2.58804,0.0002774,0.0002774,0.0002774
89,6663.49,1.57545,2.01287,1.94364,0.28248,0.07937,0.06181,0.03479,2.54453,3.85901,3.08479,0.0002576,0.0002576,0.0002576
90,6735.13,1.6202,2.10689,1.96323,0.55472,0.28571,0.36019,0.16497,2.09471,2.23292,2.55765,0.0002378,0.0002378,0.0002378
91,6812.24,1.73443,2.05797,2.20514,0.35191,0.28571,0.21433,0.09529,2.09713,2.71272,2.56815,0.000218,0.000218,0.000218
92,6888.54,1.70717,2.06319,2.18256,0.46338,0.26984,0.2775,0.1191,2.11264,2.52486,2.62691,0.0001982,0.0001982,0.0001982
93,6963.72,1.70296,1.97673,2.19271,0.39428,0.36168,0.33905,0.1566,2.09793,2.43867,2.56212,0.0001784,0.0001784,0.0001784
94,7037.38,1.6597,1.97271,2.15384,0.4369,0.30159,0.34307,0.1619,2.08446,2.47508,2.53221,0.0001586,0.0001586,0.0001586
95,7111.65,1.67564,1.99334,2.17338,0.38034,0.42857,0.37368,0.16551,2.1357,2.37079,2.61999,0.0001388,0.0001388,0.0001388
96,7184.95,1.64552,1.92875,2.11857,0.4987,0.30159,0.33456,0.15989,2.05822,2.54132,2.5974,0.000119,0.000119,0.000119
97,7257.99,1.69916,1.90605,2.15189,0.373,0.34938,0.33033,0.15491,2.07999,2.60898,2.56344,9.92e-05,9.92e-05,9.92e-05
98,7332.01,1.65003,1.936,2.11296,0.43438,0.26984,0.25757,0.11828,2.05345,2.78594,2.6066,7.94e-05,7.94e-05,7.94e-05
99,7406.87,1.65346,1.90429,2.14183,0.49813,0.28571,0.32061,0.15159,2.09291,2.48575,2.58327,5.96e-05,5.96e-05,5.96e-05
100,7480.29,1.64643,1.94051,2.14957,0.36326,0.36508,0.33036,0.15402,2.11667,2.4822,2.67278,3.98e-05,3.98e-05,3.98e-05
